Time.[DayKey],Time.[Day],Time.[WeekKey],Time.[Week]
9/11/2022 12:00:00 AM,11-Sep-22,9/11/2022 12:00:00 AM,Sep WK02 2022
9/12/2022 12:00:00 AM,12-Sep-22,9/11/2022 12:00:00 AM,Sep WK02 2022
9/13/2022 12:00:00 AM,13-Sep-22,9/11/2022 12:00:00 AM,Sep WK02 2022
9/14/2022 12:00:00 AM,14-Sep-22,9/11/2022 12:00:00 AM,Sep WK02 2022
9/15/2022 12:00:00 AM,15-Sep-22,9/11/2022 12:00:00 AM,Sep WK02 2022
9/16/2022 12:00:00 AM,16-Sep-22,9/11/2022 12:00:00 AM,Sep WK02 2022
9/17/2022 12:00:00 AM,17-Sep-22,9/11/2022 12:00:00 AM,Sep WK02 2022
9/18/2022 12:00:00 AM,18-Sep-22,9/18/2022 12:00:00 AM,Sep WK03 2022
9/19/2022 12:00:00 AM,19-Sep-22,9/18/2022 12:00:00 AM,Sep WK03 2022
9/20/2022 12:00:00 AM,20-Sep-22,9/18/2022 12:00:00 AM,Sep WK03 2022
9/21/2022 12:00:00 AM,21-Sep-22,9/18/2022 12:00:00 AM,Sep WK03 2022
9/22/2022 12:00:00 AM,22-Sep-22,9/18/2022 12:00:00 AM,Sep WK03 2022
9/23/2022 12:00:00 AM,23-Sep-22,9/18/2022 12:00:00 AM,Sep WK03 2022
9/24/2022 12:00:00 AM,24-Sep-22,9/18/2022 12:00:00 AM,Sep WK03 2022
9/25/2022 12:00:00 AM,25-Sep-22,9/25/2022 12:00:00 AM,Sep WK04 2022
9/26/2022 12:00:00 AM,26-Sep-22,9/25/2022 12:00:00 AM,Sep WK04 2022
9/27/2022 12:00:00 AM,27-Sep-22,9/25/2022 12:00:00 AM,Sep WK04 2022
9/28/2022 12:00:00 AM,28-Sep-22,9/25/2022 12:00:00 AM,Sep WK04 2022
9/29/2022 12:00:00 AM,29-Sep-22,9/25/2022 12:00:00 AM,Sep WK04 2022
9/30/2022 12:00:00 AM,30-Sep-22,9/25/2022 12:00:00 AM,Sep WK04 2022
10/1/2022 12:00:00 AM,01-Oct-22,9/25/2022 12:00:00 AM,Sep WK04 2022
10/2/2022 12:00:00 AM,02-Oct-22,10/2/2022 12:00:00 AM,Oct WK01 2022
10/3/2022 12:00:00 AM,03-Oct-22,10/2/2022 12:00:00 AM,Oct WK01 2022
10/4/2022 12:00:00 AM,04-Oct-22,10/2/2022 12:00:00 AM,Oct WK01 2022
10/5/2022 12:00:00 AM,05-Oct-22,10/2/2022 12:00:00 AM,Oct WK01 2022
10/6/2022 12:00:00 AM,06-Oct-22,10/2/2022 12:00:00 AM,Oct WK01 2022
10/7/2022 12:00:00 AM,07-Oct-22,10/2/2022 12:00:00 AM,Oct WK01 2022
10/8/2022 12:00:00 AM,08-Oct-22,10/2/2022 12:00:00 AM,Oct WK01 2022
10/9/2022 12:00:00 AM,09-Oct-22,10/9/2022 12:00:00 AM,Oct WK02 2022
10/10/2022 12:00:00 AM,10-Oct-22,10/9/2022 12:00:00 AM,Oct WK02 2022
10/11/2022 12:00:00 AM,11-Oct-22,10/9/2022 12:00:00 AM,Oct WK02 2022
10/12/2022 12:00:00 AM,12-Oct-22,10/9/2022 12:00:00 AM,Oct WK02 2022
10/13/2022 12:00:00 AM,13-Oct-22,10/9/2022 12:00:00 AM,Oct WK02 2022
10/14/2022 12:00:00 AM,14-Oct-22,10/9/2022 12:00:00 AM,Oct WK02 2022
10/15/2022 12:00:00 AM,15-Oct-22,10/9/2022 12:00:00 AM,Oct WK02 2022
10/16/2022 12:00:00 AM,16-Oct-22,10/16/2022 12:00:00 AM,Oct WK03 2022
10/17/2022 12:00:00 AM,17-Oct-22,10/16/2022 12:00:00 AM,Oct WK03 2022
10/18/2022 12:00:00 AM,18-Oct-22,10/16/2022 12:00:00 AM,Oct WK03 2022
10/19/2022 12:00:00 AM,19-Oct-22,10/16/2022 12:00:00 AM,Oct WK03 2022
10/20/2022 12:00:00 AM,20-Oct-22,10/16/2022 12:00:00 AM,Oct WK03 2022
10/21/2022 12:00:00 AM,21-Oct-22,10/16/2022 12:00:00 AM,Oct WK03 2022
10/22/2022 12:00:00 AM,22-Oct-22,10/16/2022 12:00:00 AM,Oct WK03 2022
10/23/2022 12:00:00 AM,23-Oct-22,10/23/2022 12:00:00 AM,Oct WK04 2022
10/24/2022 12:00:00 AM,24-Oct-22,10/23/2022 12:00:00 AM,Oct WK04 2022
10/25/2022 12:00:00 AM,25-Oct-22,10/23/2022 12:00:00 AM,Oct WK04 2022
10/26/2022 12:00:00 AM,26-Oct-22,10/23/2022 12:00:00 AM,Oct WK04 2022
10/27/2022 12:00:00 AM,27-Oct-22,10/23/2022 12:00:00 AM,Oct WK04 2022
10/28/2022 12:00:00 AM,28-Oct-22,10/23/2022 12:00:00 AM,Oct WK04 2022
10/29/2022 12:00:00 AM,29-Oct-22,10/23/2022 12:00:00 AM,Oct WK04 2022
10/30/2022 12:00:00 AM,30-Oct-22,10/30/2022 12:00:00 AM,Nov WK01 2022
10/31/2022 12:00:00 AM,31-Oct-22,10/30/2022 12:00:00 AM,Nov WK01 2022
11/1/2022 12:00:00 AM,01-Nov-22,10/30/2022 12:00:00 AM,Nov WK01 2022
11/2/2022 12:00:00 AM,02-Nov-22,10/30/2022 12:00:00 AM,Nov WK01 2022
11/3/2022 12:00:00 AM,03-Nov-22,10/30/2022 12:00:00 AM,Nov WK01 2022
11/4/2022 12:00:00 AM,04-Nov-22,10/30/2022 12:00:00 AM,Nov WK01 2022
11/5/2022 12:00:00 AM,05-Nov-22,10/30/2022 12:00:00 AM,Nov WK01 2022
11/6/2022 12:00:00 AM,06-Nov-22,11/6/2022 12:00:00 AM,Nov WK02 2022
11/7/2022 12:00:00 AM,07-Nov-22,11/6/2022 12:00:00 AM,Nov WK02 2022
11/8/2022 12:00:00 AM,08-Nov-22,11/6/2022 12:00:00 AM,Nov WK02 2022
11/9/2022 12:00:00 AM,09-Nov-22,11/6/2022 12:00:00 AM,Nov WK02 2022
11/10/2022 12:00:00 AM,10-Nov-22,11/6/2022 12:00:00 AM,Nov WK02 2022
11/11/2022 12:00:00 AM,11-Nov-22,11/6/2022 12:00:00 AM,Nov WK02 2022
11/12/2022 12:00:00 AM,12-Nov-22,11/6/2022 12:00:00 AM,Nov WK02 2022
11/13/2022 12:00:00 AM,13-Nov-22,11/13/2022 12:00:00 AM,Nov WK03 2022
11/14/2022 12:00:00 AM,14-Nov-22,11/13/2022 12:00:00 AM,Nov WK03 2022
11/15/2022 12:00:00 AM,15-Nov-22,11/13/2022 12:00:00 AM,Nov WK03 2022
11/16/2022 12:00:00 AM,16-Nov-22,11/13/2022 12:00:00 AM,Nov WK03 2022
11/17/2022 12:00:00 AM,17-Nov-22,11/13/2022 12:00:00 AM,Nov WK03 2022
11/18/2022 12:00:00 AM,18-Nov-22,11/13/2022 12:00:00 AM,Nov WK03 2022
11/19/2022 12:00:00 AM,19-Nov-22,11/13/2022 12:00:00 AM,Nov WK03 2022
11/20/2022 12:00:00 AM,20-Nov-22,11/20/2022 12:00:00 AM,Nov WK04 2022
11/21/2022 12:00:00 AM,21-Nov-22,11/20/2022 12:00:00 AM,Nov WK04 2022
11/22/2022 12:00:00 AM,22-Nov-22,11/20/2022 12:00:00 AM,Nov WK04 2022
11/23/2022 12:00:00 AM,23-Nov-22,11/20/2022 12:00:00 AM,Nov WK04 2022
11/24/2022 12:00:00 AM,24-Nov-22,11/20/2022 12:00:00 AM,Nov WK04 2022
11/25/2022 12:00:00 AM,25-Nov-22,11/20/2022 12:00:00 AM,Nov WK04 2022
11/26/2022 12:00:00 AM,26-Nov-22,11/20/2022 12:00:00 AM,Nov WK04 2022
11/27/2022 12:00:00 AM,27-Nov-22,11/27/2022 12:00:00 AM,Nov WK05 2022
11/28/2022 12:00:00 AM,28-Nov-22,11/27/2022 12:00:00 AM,Nov WK05 2022
11/29/2022 12:00:00 AM,29-Nov-22,11/27/2022 12:00:00 AM,Nov WK05 2022
11/30/2022 12:00:00 AM,30-Nov-22,11/27/2022 12:00:00 AM,Nov WK05 2022
12/1/2022 12:00:00 AM,01-Dec-22,11/27/2022 12:00:00 AM,Nov WK05 2022
12/2/2022 12:00:00 AM,02-Dec-22,11/27/2022 12:00:00 AM,Nov WK05 2022
12/3/2022 12:00:00 AM,03-Dec-22,11/27/2022 12:00:00 AM,Nov WK05 2022
12/4/2022 12:00:00 AM,04-Dec-22,12/4/2022 12:00:00 AM,Dec WK01 2022
12/5/2022 12:00:00 AM,05-Dec-22,12/4/2022 12:00:00 AM,Dec WK01 2022
12/6/2022 12:00:00 AM,06-Dec-22,12/4/2022 12:00:00 AM,Dec WK01 2022
12/7/2022 12:00:00 AM,07-Dec-22,12/4/2022 12:00:00 AM,Dec WK01 2022
12/8/2022 12:00:00 AM,08-Dec-22,12/4/2022 12:00:00 AM,Dec WK01 2022
12/9/2022 12:00:00 AM,09-Dec-22,12/4/2022 12:00:00 AM,Dec WK01 2022
12/10/2022 12:00:00 AM,10-Dec-22,12/4/2022 12:00:00 AM,Dec WK01 2022
12/11/2022 12:00:00 AM,11-Dec-22,12/11/2022 12:00:00 AM,Dec WK02 2022
12/12/2022 12:00:00 AM,12-Dec-22,12/11/2022 12:00:00 AM,Dec WK02 2022
12/13/2022 12:00:00 AM,13-Dec-22,12/11/2022 12:00:00 AM,Dec WK02 2022
12/14/2022 12:00:00 AM,14-Dec-22,12/11/2022 12:00:00 AM,Dec WK02 2022
12/15/2022 12:00:00 AM,15-Dec-22,12/11/2022 12:00:00 AM,Dec WK02 2022
12/16/2022 12:00:00 AM,16-Dec-22,12/11/2022 12:00:00 AM,Dec WK02 2022
12/17/2022 12:00:00 AM,17-Dec-22,12/11/2022 12:00:00 AM,Dec WK02 2022
12/18/2022 12:00:00 AM,18-Dec-22,12/18/2022 12:00:00 AM,Dec WK03 2022
12/19/2022 12:00:00 AM,19-Dec-22,12/18/2022 12:00:00 AM,Dec WK03 2022
12/20/2022 12:00:00 AM,20-Dec-22,12/18/2022 12:00:00 AM,Dec WK03 2022
12/21/2022 12:00:00 AM,21-Dec-22,12/18/2022 12:00:00 AM,Dec WK03 2022
12/22/2022 12:00:00 AM,22-Dec-22,12/18/2022 12:00:00 AM,Dec WK03 2022
12/23/2022 12:00:00 AM,23-Dec-22,12/18/2022 12:00:00 AM,Dec WK03 2022
12/24/2022 12:00:00 AM,24-Dec-22,12/18/2022 12:00:00 AM,Dec WK03 2022
12/25/2022 12:00:00 AM,25-Dec-22,12/25/2022 12:00:00 AM,Dec WK04 2022
12/26/2022 12:00:00 AM,26-Dec-22,12/25/2022 12:00:00 AM,Dec WK04 2022
12/27/2022 12:00:00 AM,27-Dec-22,12/25/2022 12:00:00 AM,Dec WK04 2022
12/28/2022 12:00:00 AM,28-Dec-22,12/25/2022 12:00:00 AM,Dec WK04 2022
12/29/2022 12:00:00 AM,29-Dec-22,12/25/2022 12:00:00 AM,Dec WK04 2022
12/30/2022 12:00:00 AM,30-Dec-22,12/25/2022 12:00:00 AM,Dec WK04 2022
12/31/2022 12:00:00 AM,31-Dec-22,12/25/2022 12:00:00 AM,Dec WK04 2022
1/1/2023 12:00:00 AM,01-Jan-23,1/1/2023 12:00:00 AM,Jan WK01 2023
1/2/2023 12:00:00 AM,02-Jan-23,1/1/2023 12:00:00 AM,Jan WK01 2023
1/3/2023 12:00:00 AM,03-Jan-23,1/1/2023 12:00:00 AM,Jan WK01 2023
1/4/2023 12:00:00 AM,04-Jan-23,1/1/2023 12:00:00 AM,Jan WK01 2023
1/5/2023 12:00:00 AM,05-Jan-23,1/1/2023 12:00:00 AM,Jan WK01 2023
1/6/2023 12:00:00 AM,06-Jan-23,1/1/2023 12:00:00 AM,Jan WK01 2023
1/7/2023 12:00:00 AM,07-Jan-23,1/1/2023 12:00:00 AM,Jan WK01 2023
1/8/2023 12:00:00 AM,08-Jan-23,1/8/2023 12:00:00 AM,Jan WK02 2023
1/9/2023 12:00:00 AM,09-Jan-23,1/8/2023 12:00:00 AM,Jan WK02 2023
1/10/2023 12:00:00 AM,10-Jan-23,1/8/2023 12:00:00 AM,Jan WK02 2023
1/11/2023 12:00:00 AM,11-Jan-23,1/8/2023 12:00:00 AM,Jan WK02 2023
1/12/2023 12:00:00 AM,12-Jan-23,1/8/2023 12:00:00 AM,Jan WK02 2023
1/13/2023 12:00:00 AM,13-Jan-23,1/8/2023 12:00:00 AM,Jan WK02 2023
1/14/2023 12:00:00 AM,14-Jan-23,1/8/2023 12:00:00 AM,Jan WK02 2023
1/15/2023 12:00:00 AM,15-Jan-23,1/15/2023 12:00:00 AM,Jan WK03 2023
1/16/2023 12:00:00 AM,16-Jan-23,1/15/2023 12:00:00 AM,Jan WK03 2023
1/17/2023 12:00:00 AM,17-Jan-23,1/15/2023 12:00:00 AM,Jan WK03 2023
1/18/2023 12:00:00 AM,18-Jan-23,1/15/2023 12:00:00 AM,Jan WK03 2023
1/19/2023 12:00:00 AM,19-Jan-23,1/15/2023 12:00:00 AM,Jan WK03 2023
1/20/2023 12:00:00 AM,20-Jan-23,1/15/2023 12:00:00 AM,Jan WK03 2023
1/21/2023 12:00:00 AM,21-Jan-23,1/15/2023 12:00:00 AM,Jan WK03 2023
1/22/2023 12:00:00 AM,22-Jan-23,1/22/2023 12:00:00 AM,Jan WK04 2023
1/23/2023 12:00:00 AM,23-Jan-23,1/22/2023 12:00:00 AM,Jan WK04 2023
1/24/2023 12:00:00 AM,24-Jan-23,1/22/2023 12:00:00 AM,Jan WK04 2023
1/25/2023 12:00:00 AM,25-Jan-23,1/22/2023 12:00:00 AM,Jan WK04 2023
1/26/2023 12:00:00 AM,26-Jan-23,1/22/2023 12:00:00 AM,Jan WK04 2023
1/27/2023 12:00:00 AM,27-Jan-23,1/22/2023 12:00:00 AM,Jan WK04 2023
1/28/2023 12:00:00 AM,28-Jan-23,1/22/2023 12:00:00 AM,Jan WK04 2023
1/29/2023 12:00:00 AM,29-Jan-23,1/29/2023 12:00:00 AM,Feb WK01 2023
1/30/2023 12:00:00 AM,30-Jan-23,1/29/2023 12:00:00 AM,Feb WK01 2023
1/31/2023 12:00:00 AM,31-Jan-23,1/29/2023 12:00:00 AM,Feb WK01 2023
2/1/2023 12:00:00 AM,01-Feb-23,1/29/2023 12:00:00 AM,Feb WK01 2023
2/2/2023 12:00:00 AM,02-Feb-23,1/29/2023 12:00:00 AM,Feb WK01 2023
2/3/2023 12:00:00 AM,03-Feb-23,1/29/2023 12:00:00 AM,Feb WK01 2023
2/4/2023 12:00:00 AM,04-Feb-23,1/29/2023 12:00:00 AM,Feb WK01 2023
2/5/2023 12:00:00 AM,05-Feb-23,2/5/2023 12:00:00 AM,Feb WK02 2023
2/6/2023 12:00:00 AM,06-Feb-23,2/5/2023 12:00:00 AM,Feb WK02 2023
2/7/2023 12:00:00 AM,07-Feb-23,2/5/2023 12:00:00 AM,Feb WK02 2023
2/8/2023 12:00:00 AM,08-Feb-23,2/5/2023 12:00:00 AM,Feb WK02 2023
2/9/2023 12:00:00 AM,09-Feb-23,2/5/2023 12:00:00 AM,Feb WK02 2023
2/10/2023 12:00:00 AM,10-Feb-23,2/5/2023 12:00:00 AM,Feb WK02 2023
2/11/2023 12:00:00 AM,11-Feb-23,2/5/2023 12:00:00 AM,Feb WK02 2023
2/12/2023 12:00:00 AM,12-Feb-23,2/12/2023 12:00:00 AM,Feb WK03 2023
2/13/2023 12:00:00 AM,13-Feb-23,2/12/2023 12:00:00 AM,Feb WK03 2023
2/14/2023 12:00:00 AM,14-Feb-23,2/12/2023 12:00:00 AM,Feb WK03 2023
2/15/2023 12:00:00 AM,15-Feb-23,2/12/2023 12:00:00 AM,Feb WK03 2023
2/16/2023 12:00:00 AM,16-Feb-23,2/12/2023 12:00:00 AM,Feb WK03 2023
2/17/2023 12:00:00 AM,17-Feb-23,2/12/2023 12:00:00 AM,Feb WK03 2023
2/18/2023 12:00:00 AM,18-Feb-23,2/12/2023 12:00:00 AM,Feb WK03 2023
2/19/2023 12:00:00 AM,19-Feb-23,2/19/2023 12:00:00 AM,Feb WK04 2023
2/20/2023 12:00:00 AM,20-Feb-23,2/19/2023 12:00:00 AM,Feb WK04 2023
2/21/2023 12:00:00 AM,21-Feb-23,2/19/2023 12:00:00 AM,Feb WK04 2023
2/22/2023 12:00:00 AM,22-Feb-23,2/19/2023 12:00:00 AM,Feb WK04 2023
2/23/2023 12:00:00 AM,23-Feb-23,2/19/2023 12:00:00 AM,Feb WK04 2023
2/24/2023 12:00:00 AM,24-Feb-23,2/19/2023 12:00:00 AM,Feb WK04 2023
2/25/2023 12:00:00 AM,25-Feb-23,2/19/2023 12:00:00 AM,Feb WK04 2023
2/26/2023 12:00:00 AM,26-Feb-23,2/26/2023 12:00:00 AM,Feb WK05 2023
2/27/2023 12:00:00 AM,27-Feb-23,2/26/2023 12:00:00 AM,Feb WK05 2023
2/28/2023 12:00:00 AM,28-Feb-23,2/26/2023 12:00:00 AM,Feb WK05 2023
3/1/2023 12:00:00 AM,01-Mar-23,2/26/2023 12:00:00 AM,Feb WK05 2023
3/2/2023 12:00:00 AM,02-Mar-23,2/26/2023 12:00:00 AM,Feb WK05 2023
3/3/2023 12:00:00 AM,03-Mar-23,2/26/2023 12:00:00 AM,Feb WK05 2023
3/4/2023 12:00:00 AM,04-Mar-23,2/26/2023 12:00:00 AM,Feb WK05 2023
3/5/2023 12:00:00 AM,05-Mar-23,3/5/2023 12:00:00 AM,Mar WK01 2023
3/6/2023 12:00:00 AM,06-Mar-23,3/5/2023 12:00:00 AM,Mar WK01 2023
3/7/2023 12:00:00 AM,07-Mar-23,3/5/2023 12:00:00 AM,Mar WK01 2023
3/8/2023 12:00:00 AM,08-Mar-23,3/5/2023 12:00:00 AM,Mar WK01 2023
3/9/2023 12:00:00 AM,09-Mar-23,3/5/2023 12:00:00 AM,Mar WK01 2023
3/10/2023 12:00:00 AM,10-Mar-23,3/5/2023 12:00:00 AM,Mar WK01 2023
3/11/2023 12:00:00 AM,11-Mar-23,3/5/2023 12:00:00 AM,Mar WK01 2023
3/12/2023 12:00:00 AM,12-Mar-23,3/12/2023 12:00:00 AM,Mar WK02 2023
3/13/2023 12:00:00 AM,13-Mar-23,3/12/2023 12:00:00 AM,Mar WK02 2023
3/14/2023 12:00:00 AM,14-Mar-23,3/12/2023 12:00:00 AM,Mar WK02 2023
3/15/2023 12:00:00 AM,15-Mar-23,3/12/2023 12:00:00 AM,Mar WK02 2023
3/16/2023 12:00:00 AM,16-Mar-23,3/12/2023 12:00:00 AM,Mar WK02 2023
3/17/2023 12:00:00 AM,17-Mar-23,3/12/2023 12:00:00 AM,Mar WK02 2023
3/18/2023 12:00:00 AM,18-Mar-23,3/12/2023 12:00:00 AM,Mar WK02 2023
3/19/2023 12:00:00 AM,19-Mar-23,3/19/2023 12:00:00 AM,Mar WK03 2023
3/20/2023 12:00:00 AM,20-Mar-23,3/19/2023 12:00:00 AM,Mar WK03 2023
3/21/2023 12:00:00 AM,21-Mar-23,3/19/2023 12:00:00 AM,Mar WK03 2023
3/22/2023 12:00:00 AM,22-Mar-23,3/19/2023 12:00:00 AM,Mar WK03 2023
3/23/2023 12:00:00 AM,23-Mar-23,3/19/2023 12:00:00 AM,Mar WK03 2023
3/24/2023 12:00:00 AM,24-Mar-23,3/19/2023 12:00:00 AM,Mar WK03 2023
3/25/2023 12:00:00 AM,25-Mar-23,3/19/2023 12:00:00 AM,Mar WK03 2023
3/26/2023 12:00:00 AM,26-Mar-23,3/26/2023 12:00:00 AM,Mar WK04 2023
3/27/2023 12:00:00 AM,27-Mar-23,3/26/2023 12:00:00 AM,Mar WK04 2023
3/28/2023 12:00:00 AM,28-Mar-23,3/26/2023 12:00:00 AM,Mar WK04 2023
3/29/2023 12:00:00 AM,29-Mar-23,3/26/2023 12:00:00 AM,Mar WK04 2023
3/30/2023 12:00:00 AM,30-Mar-23,3/26/2023 12:00:00 AM,Mar WK04 2023
3/31/2023 12:00:00 AM,31-Mar-23,3/26/2023 12:00:00 AM,Mar WK04 2023
4/1/2023 12:00:00 AM,01-Apr-23,3/26/2023 12:00:00 AM,Mar WK04 2023
4/2/2023 12:00:00 AM,02-Apr-23,4/2/2023 12:00:00 AM,Apr WK01 2023
4/3/2023 12:00:00 AM,03-Apr-23,4/2/2023 12:00:00 AM,Apr WK01 2023
4/4/2023 12:00:00 AM,04-Apr-23,4/2/2023 12:00:00 AM,Apr WK01 2023
4/5/2023 12:00:00 AM,05-Apr-23,4/2/2023 12:00:00 AM,Apr WK01 2023
4/6/2023 12:00:00 AM,06-Apr-23,4/2/2023 12:00:00 AM,Apr WK01 2023
4/7/2023 12:00:00 AM,07-Apr-23,4/2/2023 12:00:00 AM,Apr WK01 2023
4/8/2023 12:00:00 AM,08-Apr-23,4/2/2023 12:00:00 AM,Apr WK01 2023
4/9/2023 12:00:00 AM,09-Apr-23,4/9/2023 12:00:00 AM,Apr WK02 2023
4/10/2023 12:00:00 AM,10-Apr-23,4/9/2023 12:00:00 AM,Apr WK02 2023
4/11/2023 12:00:00 AM,11-Apr-23,4/9/2023 12:00:00 AM,Apr WK02 2023
4/12/2023 12:00:00 AM,12-Apr-23,4/9/2023 12:00:00 AM,Apr WK02 2023
4/13/2023 12:00:00 AM,13-Apr-23,4/9/2023 12:00:00 AM,Apr WK02 2023
4/14/2023 12:00:00 AM,14-Apr-23,4/9/2023 12:00:00 AM,Apr WK02 2023
4/15/2023 12:00:00 AM,15-Apr-23,4/9/2023 12:00:00 AM,Apr WK02 2023
4/16/2023 12:00:00 AM,16-Apr-23,4/16/2023 12:00:00 AM,Apr WK03 2023
4/17/2023 12:00:00 AM,17-Apr-23,4/16/2023 12:00:00 AM,Apr WK03 2023
4/18/2023 12:00:00 AM,18-Apr-23,4/16/2023 12:00:00 AM,Apr WK03 2023
4/19/2023 12:00:00 AM,19-Apr-23,4/16/2023 12:00:00 AM,Apr WK03 2023
4/20/2023 12:00:00 AM,20-Apr-23,4/16/2023 12:00:00 AM,Apr WK03 2023
4/21/2023 12:00:00 AM,21-Apr-23,4/16/2023 12:00:00 AM,Apr WK03 2023
4/22/2023 12:00:00 AM,22-Apr-23,4/16/2023 12:00:00 AM,Apr WK03 2023
4/23/2023 12:00:00 AM,23-Apr-23,4/23/2023 12:00:00 AM,Apr WK04 2023
4/24/2023 12:00:00 AM,24-Apr-23,4/23/2023 12:00:00 AM,Apr WK04 2023
4/25/2023 12:00:00 AM,25-Apr-23,4/23/2023 12:00:00 AM,Apr WK04 2023
4/26/2023 12:00:00 AM,26-Apr-23,4/23/2023 12:00:00 AM,Apr WK04 2023
4/27/2023 12:00:00 AM,27-Apr-23,4/23/2023 12:00:00 AM,Apr WK04 2023
4/28/2023 12:00:00 AM,28-Apr-23,4/23/2023 12:00:00 AM,Apr WK04 2023
4/29/2023 12:00:00 AM,29-Apr-23,4/23/2023 12:00:00 AM,Apr WK04 2023
4/30/2023 12:00:00 AM,30-Apr-23,4/30/2023 12:00:00 AM,May WK01 2023
5/1/2023 12:00:00 AM,01-May-23,4/30/2023 12:00:00 AM,May WK01 2023
5/2/2023 12:00:00 AM,02-May-23,4/30/2023 12:00:00 AM,May WK01 2023
5/3/2023 12:00:00 AM,03-May-23,4/30/2023 12:00:00 AM,May WK01 2023
5/4/2023 12:00:00 AM,04-May-23,4/30/2023 12:00:00 AM,May WK01 2023
5/5/2023 12:00:00 AM,05-May-23,4/30/2023 12:00:00 AM,May WK01 2023
5/6/2023 12:00:00 AM,06-May-23,4/30/2023 12:00:00 AM,May WK01 2023
5/7/2023 12:00:00 AM,07-May-23,5/7/2023 12:00:00 AM,May WK02 2023
5/8/2023 12:00:00 AM,08-May-23,5/7/2023 12:00:00 AM,May WK02 2023
5/9/2023 12:00:00 AM,09-May-23,5/7/2023 12:00:00 AM,May WK02 2023
5/10/2023 12:00:00 AM,10-May-23,5/7/2023 12:00:00 AM,May WK02 2023
5/11/2023 12:00:00 AM,11-May-23,5/7/2023 12:00:00 AM,May WK02 2023
5/12/2023 12:00:00 AM,12-May-23,5/7/2023 12:00:00 AM,May WK02 2023
5/13/2023 12:00:00 AM,13-May-23,5/7/2023 12:00:00 AM,May WK02 2023
5/14/2023 12:00:00 AM,14-May-23,5/14/2023 12:00:00 AM,May WK03 2023
5/15/2023 12:00:00 AM,15-May-23,5/14/2023 12:00:00 AM,May WK03 2023
5/16/2023 12:00:00 AM,16-May-23,5/14/2023 12:00:00 AM,May WK03 2023
5/17/2023 12:00:00 AM,17-May-23,5/14/2023 12:00:00 AM,May WK03 2023
5/18/2023 12:00:00 AM,18-May-23,5/14/2023 12:00:00 AM,May WK03 2023
5/19/2023 12:00:00 AM,19-May-23,5/14/2023 12:00:00 AM,May WK03 2023
5/20/2023 12:00:00 AM,20-May-23,5/14/2023 12:00:00 AM,May WK03 2023
5/21/2023 12:00:00 AM,21-May-23,5/21/2023 12:00:00 AM,May WK04 2023
5/22/2023 12:00:00 AM,22-May-23,5/21/2023 12:00:00 AM,May WK04 2023
5/23/2023 12:00:00 AM,23-May-23,5/21/2023 12:00:00 AM,May WK04 2023
5/24/2023 12:00:00 AM,24-May-23,5/21/2023 12:00:00 AM,May WK04 2023
5/25/2023 12:00:00 AM,25-May-23,5/21/2023 12:00:00 AM,May WK04 2023
5/26/2023 12:00:00 AM,26-May-23,5/21/2023 12:00:00 AM,May WK04 2023
5/27/2023 12:00:00 AM,27-May-23,5/21/2023 12:00:00 AM,May WK04 2023
5/28/2023 12:00:00 AM,28-May-23,5/28/2023 12:00:00 AM,May WK05 2023
5/29/2023 12:00:00 AM,29-May-23,5/28/2023 12:00:00 AM,May WK05 2023
5/30/2023 12:00:00 AM,30-May-23,5/28/2023 12:00:00 AM,May WK05 2023
5/31/2023 12:00:00 AM,31-May-23,5/28/2023 12:00:00 AM,May WK05 2023
6/1/2023 12:00:00 AM,01-Jun-23,5/28/2023 12:00:00 AM,May WK05 2023
6/2/2023 12:00:00 AM,02-Jun-23,5/28/2023 12:00:00 AM,May WK05 2023
6/3/2023 12:00:00 AM,03-Jun-23,5/28/2023 12:00:00 AM,May WK05 2023
6/4/2023 12:00:00 AM,04-Jun-23,6/4/2023 12:00:00 AM,Jun WK01 2023
6/5/2023 12:00:00 AM,05-Jun-23,6/4/2023 12:00:00 AM,Jun WK01 2023
6/6/2023 12:00:00 AM,06-Jun-23,6/4/2023 12:00:00 AM,Jun WK01 2023
6/7/2023 12:00:00 AM,07-Jun-23,6/4/2023 12:00:00 AM,Jun WK01 2023
6/8/2023 12:00:00 AM,08-Jun-23,6/4/2023 12:00:00 AM,Jun WK01 2023
6/9/2023 12:00:00 AM,09-Jun-23,6/4/2023 12:00:00 AM,Jun WK01 2023
6/10/2023 12:00:00 AM,10-Jun-23,6/4/2023 12:00:00 AM,Jun WK01 2023
6/11/2023 12:00:00 AM,11-Jun-23,6/11/2023 12:00:00 AM,Jun WK02 2023
6/12/2023 12:00:00 AM,12-Jun-23,6/11/2023 12:00:00 AM,Jun WK02 2023
6/13/2023 12:00:00 AM,13-Jun-23,6/11/2023 12:00:00 AM,Jun WK02 2023
6/14/2023 12:00:00 AM,14-Jun-23,6/11/2023 12:00:00 AM,Jun WK02 2023
6/15/2023 12:00:00 AM,15-Jun-23,6/11/2023 12:00:00 AM,Jun WK02 2023
6/16/2023 12:00:00 AM,16-Jun-23,6/11/2023 12:00:00 AM,Jun WK02 2023
6/17/2023 12:00:00 AM,17-Jun-23,6/11/2023 12:00:00 AM,Jun WK02 2023
6/18/2023 12:00:00 AM,18-Jun-23,6/18/2023 12:00:00 AM,Jun WK03 2023
